case_id,source_record_id,case_name,case_number_or_citation,court_name,court_level,decision_date,decision_year,case_subtype,raw_length_chars,collection_status,exclusion_reason,include_signals,exclude_signals,quality_flags,related_case_group_id
KR_a6d81a00443a51f6,2785,,2011다63857,unknown,supreme,2021-04-09,2021,contract_only,5366,fail,supreme_court_excluded;insurance_payment_only;contract_only;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;과실상계;주의의무,supreme_court_excluded;insurance_payment_only;contract_only,warning_unknown_court_name;duplicate_case_number_or_citation,grp_9c57dee7be22
KR_bc3fa150a8d356aa,2788,,,unknown,unknown,2021-03-04,2021,traffic_accident,1504,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bb0ce806b56b63db,2789,,2003다7388,unknown,supreme,2004-09-19,2004,medical_professional,6122,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;위자료;치료비,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_fdeb72be1d3b483f,2790,,,unknown,unknown,1989-05-20,1989,medical_professional,3128,warning,,손해배상;과실상계;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f8f45ec7345255de,2800,,,unknown,unknown,2021-03-23,2021,traffic_accident,1627,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_db3145974297eeea,2807,,2005고단3368,unknown,unknown,2003-08-01,2003,property_economic_harm,3785,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_bba60ed108f39449,2814,,,대법원,supreme,2014-12-10,2014,traffic_accident,2009,fail,supreme_court_excluded;criminal_case;warning_unknown_case_number,주의의무,supreme_court_excluded;criminal_case,warning_unknown_case_number,
KR_ca7a434b57f873a6,2822,,,unknown,unknown,2020-02-22,2020,medical_professional,3465,fail,criminal_case;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,criminal_case,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_cd0b9b3956c99665,2823,,,unknown,unknown,,,facility_product_safety,571,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3e06238adbf7b4ad,2829,,,unknown,unknown,1975-04-28,1975,traffic_accident,4535,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료;주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_adc7bb58a1813326,2830,,,unknown,unknown,2004-04-27,2004,traffic_accident,4217,warning,,손해배상;불법행위;위자료;치료비,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_12aa4415dccb8f0a,2860,,2018다287935,unknown,supreme,2018-04-27,2018,medical_professional,9385,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;과실상계;주의의무,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_51ce319a8c2e9ac1,2867,,,unknown,unknown,1982-05-27,1982,traffic_accident,4988,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_f27d5b2b25cf489b,2871,,,서울고등법원,appellate,,,traffic_accident,1879,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상;불법행위,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_6dfe07bd10c4e214,2872,,,unknown,unknown,2015-11-12,2015,medical_professional,3183,fail,administrative_only;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,위자료;주의의무,administrative_only,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2fabf736ae9ad00e,2873,,2007다55866,unknown,supreme,2015-08-05,2015,medical_professional,11668,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_8549231b19fd6eee,2881,,2016고단7311,unknown,unknown,2016-06-27,2016,property_economic_harm,2172,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name,위자료,criminal_case,warning_unknown_court_level;warning_unknown_court_name,
KR_ae35b529010ec1b2,2883,,,unknown,unknown,1970-07-03,1970,personal_injury,2955,warning,,손해배상;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9bdf418b74258c62,2888,,2014다46211,unknown,supreme,2019-12-31,2019,traffic_accident,2328,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;과실상계,supreme_court_excluded,warning_unknown_court_name,
KR_fa3b7dc9c35e92c6,2890,,,unknown,unknown,2020-05-26,2020,property_economic_harm,1457,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_477e54d2100b9d40,2900,,,unknown,unknown,1996-09-06,1996,traffic_accident,8930,warning,,손해배상;불법행위;위자료;일실수입,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_635f6c3a2cce824a,2910,,2003다6774,서울중앙지방법원,supreme,1999-02-05,1999,traffic_accident,1090,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_c604880930de989d,2911,,,unknown,unknown,1976-03-30,1976,facility_product_safety,2205,warning,,손해배상,,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2ddcdf0b0b41c78c,2925,,,unknown,unknown,,,traffic_accident,1012,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2e9a93119c3c8043,2932,,,unknown,unknown,2020-12-25,2020,traffic_accident,1156,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_01c034f7b3247b62,2942,,2006다70929,서울고등법원,supreme,2008-03-27,2008,personal_injury,2922,fail,supreme_court_excluded,손해배상;불법행위;위자료,supreme_court_excluded,,
KR_cec4d75071b404fb,2947,,,unknown,unknown,1996-03-19,1996,traffic_accident,4504,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료;치료비;일실수입,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_4f54c5378d6bd77a,2956,,,unknown,unknown,2007-06-28,2007,traffic_accident,6558,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;치료비,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_00e7d196d117f536,2957,,2008헌마638,서울고등법원,appellate,2008-07-15,2008,traffic_accident,20440,fail,criminal_case;administrative_only,손해배상,criminal_case;administrative_only,,
KR_8697b35087536454,2959,,,unknown,unknown,1987-07-30,1987,traffic_accident,3152,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_abda83acc4f0fcc8,2961,,2004다29736,unknown,supreme,2018-03-22,2018,property_economic_harm,6360,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_fc8e254e8380d77d,2964,,,unknown,unknown,2021-02-03,2021,traffic_accident,1505,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2312e526e4ff01d5,2965,,,unknown,unknown,2018-12-20,2018,traffic_accident,2757,warning,,손해배상;위자료;일실수입,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_645afbf08d2f4c82,2970,,,unknown,unknown,2019-11-09,2019,medical_professional,5316,warning,,손해배상;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_7c4548df83c8eef9,2975,,,unknown,unknown,2021-01-08,2021,traffic_accident,1923,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_2ed85f64c37903aa,2984,,2010다35497,unknown,supreme,2019-02-02,2019,medical_professional,13209,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;과실상계;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_0dc146f849293a3f,2991,,,청주지방법원,trial,2007-12-05,2007,traffic_accident,1532,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_35e8667561250a20,2992,,,unknown,unknown,2011-03-14,2011,traffic_accident,7838,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3ab30266eaf68fa1,2993,,,unknown,unknown,2016-07-06,2016,property_economic_harm,2048,warning,,손해배상;불법행위,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_535cf58f5ab4964b,3001,,2011가합20689,unknown,trial,2013-01-01,2013,facility_product_safety,6655,warning,,손해배상,,warning_unknown_court_name,
KR_a053398201c0a830,3008,,2015고단1228,수원지방법원 평택지원,supreme,2012-05-18,2012,medical_professional,3510,fail,supreme_court_excluded;criminal_case,손해배상;불법행위;사용자책임,supreme_court_excluded;criminal_case,,
KR_235f49c45939b60e,3010,,,unknown,unknown,2016-05-19,2016,contract_only,2823,fail,insurance_payment_only;contract_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,insurance_payment_only;contract_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9172a0f59a860c2e,3023,,,unknown,unknown,2015-01-26,2015,traffic_accident,6322,warning,,손해배상;위자료;치료비,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_369d862f01559b0c,3026,,2007나3785,unknown,appellate,2009-05-19,2009,medical_professional,10413,fail,criminal_case;warning_unknown_court_name,손해배상;불법행위;위자료;과실상계,criminal_case,warning_unknown_court_name,
KR_83d55e6b516ef411,3027,,,대구고등법원,appellate,,,traffic_accident,1576,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,과실상계,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_83f9b71169a5917d,3028,,2001다3122,unknown,supreme,2017-02-15,2017,contract_only,42461,fail,supreme_court_excluded;insurance_payment_only;contract_only;warning_unknown_court_name,손해배상,supreme_court_excluded;insurance_payment_only;contract_only,warning_unknown_court_name,
KR_1825f716b1159377,3030,,2007다77149,대법원,supreme,1999-04-23,1999,medical_professional,4743,fail,supreme_court_excluded;criminal_case,손해배상;불법행위;위자료,supreme_court_excluded;criminal_case,,
KR_8451e27797b31acb,3036,,2002다50149,unknown,supreme,2015-01-20,2015,medical_professional,10475,fail,supreme_court_excluded;warning_unknown_court_name;duplicate_case_number_or_citation,손해배상;불법행위;위자료;치료비;과실상계;주의의무,supreme_court_excluded,warning_unknown_court_name;duplicate_case_number_or_citation,grp_df9212f76cfd
KR_794e6a087e7c6879,3039,,,unknown,unknown,1981-07-06,1981,medical_professional,6070,warning,,손해배상,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_07b0e93775953783,3043,,2008다12507,대법원,supreme,2003-07-18,2003,unclear,1484,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_710c75e52b332968,3055,,2007다60868,대전고등법원,supreme,2008-01-31,2008,traffic_accident,2172,fail,supreme_court_excluded;criminal_case,손해배상;불법행위,supreme_court_excluded;criminal_case,,
KR_4f8b6436eed5bda3,3072,,,서울고등법원,appellate,1972-09-19,1972,facility_product_safety,3415,fail,criminal_case;warning_weak_fact_background_signal;warning_unknown_case_number,불법행위,criminal_case,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_97d1914525e86665,3081,,2009다94384,의정부지방법원,supreme,2005-11-16,2005,property_economic_harm,7367,fail,supreme_court_excluded;administrative_only,손해배상,supreme_court_excluded;administrative_only,,
KR_30aca889391ec177,3091,,,unknown,unknown,2019-06-04,2019,facility_product_safety,2751,warning,,위자료;치료비,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3408c3f46c9a9f32,3093,,,수원지방법원 안양지원,trial,2020-05-21,2020,contract_only,2928,fail,criminal_case;contract_only;warning_unknown_case_number,손해배상,criminal_case;contract_only,warning_unknown_case_number,
KR_49261c15eb0b35ab,3107,,2010다35572,unknown,supreme,2012-06-12,2012,medical_professional,10822,fail,supreme_court_excluded;criminal_case;warning_unknown_court_name,손해배상;불법행위;위자료,supreme_court_excluded;criminal_case,warning_unknown_court_name,
KR_f45a8349b36ec977,3114,,,대법원,supreme,1976-06-22,1976,traffic_accident,1133,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,손해배상,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_f7b70a956c0655b1,3116,,2002다3822,unknown,supreme,2016-05-21,2016,medical_professional,8873,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_1d93d712c6ec2402,3118,,,서울고등법원,appellate,1984-05-29,1984,unclear,2463,warning,,손해배상;불법행위,,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_41e46a22ccc56d9d,3129,,2012다94865,unknown,supreme,2020-02-28,2020,medical_professional,4055,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;위자료;주의의무,supreme_court_excluded,warning_unknown_court_name,
KR_5ba8df3f9993b408,3146,,,unknown,unknown,1965-06-24,1965,traffic_accident,1041,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_703d1f145dc3167f,3156,,,부산지방법원,trial,,,facility_product_safety,4395,fail,criminal_case;administrative_only;procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,criminal_case;administrative_only;procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_case_number,
KR_72bedbb90d61bdad,3160,,2010다34159,unknown,supreme,2020-10-08,2020,medical_professional,8418,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;사용자책임,supreme_court_excluded,warning_unknown_court_name,
KR_d8a314769a00a47d,3163,,2001다44901,unknown,supreme,2009-08-01,2009,medical_professional,8177,fail,supreme_court_excluded;administrative_only;warning_unknown_court_name,손해배상;불법행위;위자료,supreme_court_excluded;administrative_only,warning_unknown_court_name,
KR_c01bb7e5b8d75915,3167,,,unknown,unknown,,,unclear,625,fail,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,위자료,procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_63349fd86417657f,3178,,2017고정292,의정부지방법원 고양지원,trial,2017-10-26,2017,personal_injury,3972,fail,criminal_case,손해배상;불법행위;위자료;치료비;일실수입,criminal_case,,
KR_407be4061aa7baee,3182,,2012다84479,서울고등법원,supreme,2015-10-29,2015,contract_only,2962,fail,supreme_court_excluded;contract_only,손해배상,supreme_court_excluded;contract_only,,
KR_ab0aa18b20ddd0b2,3191,,,unknown,unknown,2008-03-15,2008,traffic_accident,3612,warning,,손해배상;주의의무,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_e93c2ba510702532,3192,,,unknown,unknown,1991-02-13,1991,facility_product_safety,5415,fail,procedural_only_or_no_factual_background;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위,procedural_only_or_no_factual_background,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_31ddff1ebefc0b5f,3194,,,광주지방법원 순천지원,trial,2008-01-14,2008,traffic_accident,1963,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_302069643f5c7242,3195,,2013다91597,unknown,supreme,2018-06-20,2018,property_economic_harm,3065,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;주의의무,supreme_court_excluded,warning_unknown_court_name,grp_7339cf84dda2
KR_c3981614f17a9cbc,3198,,,unknown,unknown,2017-06-08,2017,contract_only,722,fail,contract_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,contract_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_0e546536b09308fa,3199,,,서울고등법원,appellate,1973-01-08,1973,facility_product_safety,1633,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_case_number,
KR_0b2297762bc03845,3220,,2015다47310,unknown,supreme,2017-09-21,2017,facility_product_safety,1906,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_name,손해배상,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_name,
KR_02bf5ac4f2407a29,3222,,2002다23857,부산지방법원 서부지원,supreme,2016-07-11,2016,medical_professional,8015,fail,supreme_court_excluded;family_only,손해배상,supreme_court_excluded;family_only,,
KR_763a28b483286511,3228,,,unknown,unknown,1995-07-14,1995,medical_professional,2757,warning,,위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bec67965729fce0d,3234,,,unknown,unknown,2021-04-04,2021,traffic_accident,1365,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_bf744b2b91e6cb45,3249,,,광주지방법원,trial,1991-08-17,1991,traffic_accident,1859,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_case_number,치료비,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_case_number,
KR_9fbcc361e2ca310c,3256,,2009다78214,대법원,supreme,2013-03-28,2013,medical_professional,1837,fail,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,손해배상;불법행위;과실상계,supreme_court_excluded;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal,
KR_7fbcade046dfea17,3261,,,unknown,unknown,1987-01-31,1987,traffic_accident,2744,warning,,손해배상;위자료,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9eb58ff3ddf2b6d7,3266,,,unknown,unknown,2020-12-30,2020,traffic_accident,3863,fail,criminal_case;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_ca6ffdbadcbd448a,3271,,,unknown,unknown,1969-08-19,1969,medical_professional,3862,fail,criminal_case;family_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상;불법행위;위자료,criminal_case;family_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_8e182392bc80f157,3275,,,unknown,unknown,1982-02-27,1982,unclear,2798,fail,administrative_only;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,administrative_only,warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_19a2b8c0ba428455,3287,,,unknown,unknown,,,traffic_accident,421,fail,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;procedural_only_or_no_factual_background;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_weak_fact_background_signal;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_df651a6d7c7906f6,3288,,2002다45185,unknown,supreme,2020-06-23,2020,medical_professional,4022,fail,supreme_court_excluded;warning_unknown_court_name,위자료,supreme_court_excluded,warning_unknown_court_name,
KR_c8e39e282904d46a,3291,,,unknown,unknown,1994-04-24,1994,facility_product_safety,2452,warning,,손해배상;과실상계,,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_5aa22b6f9281bade,3294,,,대구고등법원,appellate,1977-09-30,1977,property_economic_harm,3794,warning,,손해배상;불법행위,,warning_unknown_case_number,
KR_6c16a4eebef99116,3303,,,unknown,unknown,2003-04-29,2003,medical_professional,4677,fail,family_only;insurance_payment_only;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,family_only;insurance_payment_only,warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_d2a980f185fc39b0,3313,,4294민상945,서울민사지방법원,supreme,1982-04-13,1982,unclear,1825,fail,supreme_court_excluded;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text,손해배상;불법행위,supreme_court_excluded;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text,
KR_ead38f1e79ae5377,3316,,,unknown,unknown,2019-02-25,2019,medical_professional,1266,fail,criminal_case;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,주의의무,criminal_case;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_9f79514160325d6c,3339,,2011므2997,대법원,supreme,2021-08-07,2021,medical_professional,1804,fail,supreme_court_excluded;family_only;too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;duplicate_case_number_or_citation,손해배상;불법행위;위자료,supreme_court_excluded;family_only;too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;duplicate_case_number_or_citation,grp_13c9f408585a
KR_2c083f39c6bbe951,3346,,2015다206270,unknown,supreme,2020-02-13,2020,traffic_accident,4524,fail,supreme_court_excluded;warning_unknown_court_name,손해배상,supreme_court_excluded,warning_unknown_court_name,
KR_3cf9778c05040565,3347,,,대법원,supreme,2004-03-23,2004,medical_professional,11851,fail,supreme_court_excluded;warning_unknown_case_number,손해배상;위자료;치료비;일실수입;주의의무,supreme_court_excluded,warning_unknown_case_number,
KR_6c279f9db2d2ffa0,3353,,2001두8568,unknown,unknown,2005-10-26,2005,traffic_accident,15850,fail,administrative_only;warning_unknown_court_level;warning_unknown_court_name,불법행위,administrative_only,warning_unknown_court_level;warning_unknown_court_name,
KR_e2810d7283709590,3355,,,수원지방법원,trial,1979-02-08,1979,traffic_accident,4073,fail,criminal_case;warning_unknown_case_number,주의의무,criminal_case,warning_unknown_case_number,
KR_6418cebe2051b23a,3356,,2000두918,unknown,unknown,2001-02-02,2001,traffic_accident,4992,fail,criminal_case;administrative_only;warning_unknown_court_level;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입;과실상계,criminal_case;administrative_only,warning_unknown_court_level;warning_unknown_court_name,
KR_516d94a062267dee,3362,,,unknown,unknown,,,unclear,1038,fail,too_short_or_no_full_opinion_text;too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,손해배상,too_short_or_no_full_opinion_text,too_short_or_no_full_opinion_text;warning_unknown_court_level;warning_unknown_court_name;warning_unknown_case_number,
KR_3718a48ae246ed66,3374,,2000다20434,unknown,supreme,2012-09-05,2012,property_economic_harm,5947,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;사용자책임,supreme_court_excluded,warning_unknown_court_name,
KR_d3f7c53c83f0620d,3378,,2003다24499,unknown,supreme,2019-02-24,2019,traffic_accident,8798,fail,supreme_court_excluded;warning_unknown_court_name,손해배상;불법행위;위자료;치료비;일실수입;주의의무,supreme_court_excluded,warning_unknown_court_name,
