surface_id,concept_id,language,surface_form,match_type,provenance,source_id,source_locator,ambiguity,primary_include,orientation_include,longest_match_priority,overlap_policy,status,note,version
S0243,US_APPELLATE_COURT,en,appellate court,literal,source_exact,US_COURTS_GLOSSARY,Appellate,low,1,0,15,independent_dimension,needs_dev_validation,,0.1.1
S0244,US_APPELLATE_COURT,ko,항소법원,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Appellate,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0245,US_LOWER_COURT,en,lower court,literal,source_exact,US_COURTS_GLOSSARY,Appeal/Appellate,low,1,0,11,independent_dimension,needs_dev_validation,,0.1.1
S0246,US_LOWER_COURT,ko,하급심 법원,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Appeal/Appellate,low,0,0,6,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0247,US_AFFIRMED,en,affirmed,literal,source_exact,US_COURTS_GLOSSARY,Affirmed,low,1,0,8,independent_dimension,needs_dev_validation,,0.1.1
S0248,US_AFFIRMED,en,affirm,literal,source_variant,US_COURTS_GLOSSARY,Affirmed,low,1,0,6,independent_dimension,needs_dev_validation,,0.1.1
S0249,US_AFFIRMED,ko,원심 유지,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Affirmed,low,0,0,5,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0250,US_REVERSED,en,reversed,literal,source_exact,US_COURTS_GLOSSARY,Reverse,low,1,0,8,independent_dimension,needs_dev_validation,,0.1.1
S0251,US_REVERSED,en,reverse,literal,source_exact,US_COURTS_GLOSSARY,Reverse,low,1,0,7,independent_dimension,needs_dev_validation,,0.1.1
S0252,US_REVERSED,ko,원심 파기,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Reverse,low,0,0,5,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0253,US_REMAND,en,remand,literal,source_exact,US_COURTS_GLOSSARY,Remand,low,1,0,6,independent_dimension,needs_dev_validation,,0.1.1
S0254,US_REMAND,en,remanded,literal,source_variant,US_COURTS_GLOSSARY,Remand,low,1,0,8,independent_dimension,needs_dev_validation,,0.1.1
S0255,US_REMAND,ko,환송,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Remand,low,0,0,2,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0256,US_COMPLAINT,en,complaint,literal,source_exact,US_COURTS_GLOSSARY,Complaint,low,1,0,9,independent_dimension,needs_dev_validation,,0.1.1
S0257,US_COMPLAINT,ko,소장,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Complaint,low,0,0,2,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0258,US_ANSWER,en,answer,literal,source_exact,US_COURTS_GLOSSARY,Answer,low,1,0,6,independent_dimension,needs_dev_validation,,0.1.1
S0259,US_ANSWER,ko,답변서,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Answer,low,0,0,3,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0260,US_RECORD,en,record,literal,source_exact,US_COURTS_GLOSSARY,Record,high,0,0,6,independent_dimension,needs_dev_validation,,0.1.1
S0261,US_RECORD,ko,소송기록,literal,researcher_translation_candidate,US_COURTS_GLOSSARY,Record,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0262,US_MOTION_TO_DISMISS,en,motion to dismiss,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,17,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0263,US_MOTION_TO_DISMISS,ko,기각신청,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0264,US_SUMMARY_JUDGMENT,en,summary judgment,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,16,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0265,US_SUMMARY_JUDGMENT,ko,약식판결,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0266,US_MOTION_SUMMARY_JUDGMENT,en,motion for summary judgment,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,27,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0267,US_MOTION_SUMMARY_JUDGMENT,ko,약식판결 신청,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,7,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0268,US_STANDARD_OF_REVIEW,en,standard of review,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,18,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0269,US_STANDARD_OF_REVIEW,ko,심사기준,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0270,US_DE_NOVO_REVIEW,en,de novo review,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,14,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0271,US_DE_NOVO_REVIEW,en,review de novo,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,14,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0272,US_DE_NOVO_REVIEW,ko,전면적 재심사,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,7,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0273,US_ABUSE_OF_DISCRETION,en,abuse of discretion,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,19,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0274,US_ABUSE_OF_DISCRETION,ko,재량권 남용,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,6,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0275,US_SUBSTANTIAL_EVIDENCE_REVIEW,en,substantial evidence,literal,corpus_candidate,DEV_CORPUS,to validate,low,0,0,20,independent_dimension,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0276,US_SUBSTANTIAL_EVIDENCE_REVIEW,ko,실질적 증거,literal,researcher_translation_candidate,DEV_CORPUS,to validate,low,0,0,6,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0277,US_FINAL_JUDGMENT,en,final judgment,literal,corpus_candidate,DEV_CORPUS,to validate,low,1,0,14,independent_dimension,needs_dev_validation,Procedure surface retained as a candidate; use a direct procedure source or dev-corpus evidence before freeze.,0.1.1
S0278,US_FINAL_JUDGMENT,ko,최종판결,literal,researcher_translation_candidate,US_WEX_INJUNCTION,Permanent Injunctions,low,0,0,4,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0279,US_TRIAL,en,trial,literal,corpus_candidate,DEV_CORPUS,to validate,high,0,0,5,independent_dimension,needs_dev_validation,Bare 'trial' remains excluded from primary density and requires dev-corpus validation.,0.1.1
S0280,US_TRIAL,ko,재판,literal,researcher_translation_candidate,US_WEX_NEG_PER_SE,entry,high,0,0,2,independent_dimension,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0281,ARG_ASSERT,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:라고\s+)?주장(?:한다|하였다|하고\s+있다|하면서|하므로|하였으나|하나)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,202,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0282,ARG_CONTEND,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:다툰다|다투었다|다투고\s+있다)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,177,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0283,ARG_DEFENSE,ko,"(?:피고(?:들)?|피항소인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:라고\s+)?항변(?:한다|하였다|하면서|하나)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,156,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0284,ARG_ARGUMENT_NOUN,ko,(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])의\s+(?:위\s+)?(?:주장|항변|입장),regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,147,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0285,ARG_COUNTER,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?반박(?:한다|하였다)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,168,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0286,ARG_DISPUTE,ko,"(?:원고(?:들)?|피고(?:들)?|항소인(?:들)?|피항소인(?:들)?|상고인(?:들)?|피상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?(?:부인(?:한다|하였다)|다툰다|다투었다|다투고\s+있다)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,190,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0287,ARG_CLAIM,ko,"(?:원고(?:들)?|항소인(?:들)?|상고인(?:들)?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:는|은|가|이)?\s+[^.!?\n。！？]{0,120}?청구(?:한다|하였다)",regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,137,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0288,ARG_ASSERT,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,200,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0289,ARG_CONTEND,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:contends?|contended)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,187,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0290,ARG_ASSERT,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,200,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0291,ARG_MAINTAIN,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:maintains?|maintained)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,189,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0292,ARG_ALLEGE,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:alleges?|alleged)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,184,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0293,ARG_CLAIM,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:claims?|claimed)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,183,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0294,ARG_COUNTER,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:counters?|countered)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,187,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0295,ARG_ARGUMENT_NOUN,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])(?:'s|’s)\s+(?:argument|contention|position|claim|defense)\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,212,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
S0296,ARG_ASSERT,en,(?<![A-Za-z0-9_])(?:plaintiffs?|defendants?|appellants?|appellees?|respondents?|petitioners?|\[(?:PERSON|COMPANY|ORGANIZATION|ENTITY|OTHER)_[A-Z0-9]+\])\s+(?:argues?|argued|asserts?|asserted)\s+that\b,regex,corpus_pattern_seed,DEV_CORPUS,validate on held-out development judgments,medium,1,0,200,independent_dimension,needs_dev_validation,"Sentence-local party-argument pattern; includes plural roles and anonymized party placeholders. Tune only on development data, then freeze.",0.1.1
