surface_id,concept_id,category,concept_family,jurisdiction_scope,orientation_layer,language,surface_form,match_type,provenance,ambiguity,primary_include,orientation_include,source_id,source_locator,source_url,status,note,version
S0177,US_PROPERTY_DAMAGE,remedy,PROPERTY_DAMAGE,US_GENERIC,shared,ko,재산 손해,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0178,US_LOST_WAGES,remedy,LOST_EARNINGS,US_GENERIC,US_generic,en,lost wages,literal,source_exact,low,1,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0179,US_LOST_WAGES,remedy,LOST_EARNINGS,US_GENERIC,US_generic,ko,임금 손실,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0180,US_LOST_EARNINGS,remedy,LOST_EARNINGS,US_GENERIC,US_generic,en,lost earnings,literal,source_variant,low,1,0,US_WEX_COMPENSATORY,related lost-wages/income terminology; exact 'lost earnings' requires dev validation,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Not treated as an exact Wex quotation; validate surface form in the development corpus.,0.1.1
S0181,US_LOST_EARNINGS,remedy,LOST_EARNINGS,US_GENERIC,US_generic,ko,상실 수입,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0182,US_LOSS_EARNING_CAPACITY,remedy,LOST_EARNINGS,US_GENERIC,US_generic,en,loss of earning capacity,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0183,US_LOSS_EARNING_CAPACITY,remedy,LOST_EARNINGS,US_GENERIC,US_generic,ko,노동능력 상실에 따른 수입 손실,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0184,US_PAIN_AND_SUFFERING,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,pain and suffering,literal,source_exact,low,1,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0185,US_PAIN_AND_SUFFERING,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,ko,통증과 고통,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,tort losses,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0186,US_EMOTIONAL_DISTRESS_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,emotional distress,literal,source_exact,low,1,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,,0.1.1
S0187,US_EMOTIONAL_DISTRESS_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,en,emotional distress damages,literal,source_variant,low,1,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,,0.1.1
S0188,US_EMOTIONAL_DISTRESS_DAMAGES,remedy,NON_ECONOMIC_DAMAGES,US_GENERIC,US_generic,ko,정신적 고통에 대한 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_COMPENSATORY,entry,https://www.law.cornell.edu/wex/compensatory_damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0189,US_TREBLE_DAMAGES,remedy,ENHANCED_DAMAGES,US_GENERIC,US_generic,en,treble damages,literal,source_exact,low,1,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0190,US_TREBLE_DAMAGES,remedy,ENHANCED_DAMAGES,US_GENERIC,US_generic,ko,3배 손해배상,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0191,US_RESTITUTION,remedy,RESTITUTIONARY_REMEDY,US_GENERIC,US_generic,en,restitution,literal,source_exact,low,1,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,,0.1.1
S0192,US_RESTITUTION,remedy,RESTITUTIONARY_REMEDY,US_GENERIC,US_generic,ko,부당이득 반환,literal,researcher_translation_candidate,low,0,0,US_WEX_DAMAGES,entry,https://www.law.cornell.edu/wex/damages,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0193,US_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,en,injunction,literal,source_exact,low,1,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,,0.1.1
S0194,US_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,ko,금지명령,literal,researcher_translation_candidate,low,0,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0195,US_PRELIMINARY_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,en,preliminary injunction,literal,source_exact,low,1,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,,0.1.1
S0196,US_PRELIMINARY_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,ko,예비적 금지명령,literal,researcher_translation_candidate,low,0,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0197,US_PERMANENT_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,en,permanent injunction,literal,source_exact,low,1,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,,0.1.1
S0198,US_PERMANENT_INJUNCTION,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,ko,영구적 금지명령,literal,researcher_translation_candidate,low,0,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0199,US_TEMPORARY_RESTRAINING_ORDER,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,en,temporary restraining order,literal,source_exact,low,1,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,,0.1.1
S0200,US_TEMPORARY_RESTRAINING_ORDER,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,en,TRO,literal,source_variant,low,1,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,,0.1.1
S0201,US_TEMPORARY_RESTRAINING_ORDER,remedy,EQUITABLE_REMEDY,US_GENERIC,US_generic,ko,임시제한명령,literal,researcher_translation_candidate,low,0,0,US_WEX_INJUNCTION,entry,https://www.law.cornell.edu/wex/injunction,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0202,KR_FIRST_INSTANCE,procedure,COURT_LEVEL,KR,none,ko,제1심,literal,source_exact,low,1,0,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0203,KR_FIRST_INSTANCE,procedure,COURT_LEVEL,KR,none,ko,1심,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0204,KR_FIRST_INSTANCE,procedure,COURT_LEVEL,KR,none,en,court of first instance,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0205,KR_FIRST_INSTANCE,procedure,COURT_LEVEL,KR,none,en,first instance,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,first-instance provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0206,KR_ORIGINAL_COURT,procedure,COURT_LEVEL,KR,none,ko,원심,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0207,KR_ORIGINAL_COURT,procedure,COURT_LEVEL,KR,none,en,original court,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0208,KR_APPEAL,procedure,APPEAL,KR,none,ko,항소,literal,source_exact,low,1,0,KR_CIVIL_PROCEDURE_ACT,appeal provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0209,KR_APPEAL,procedure,APPEAL,KR,none,en,appeal,literal,official_translation,high,0,0,KR_CIVIL_PROCEDURE_ACT,appeal provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0210,KR_APPELLATE_COURT,procedure,COURT_LEVEL,KR,none,ko,항소심,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 390-418,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0211,KR_APPELLATE_COURT,procedure,COURT_LEVEL,KR,none,en,court of appeals,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 390-418,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0212,KR_FINAL_APPEAL,procedure,FINAL_APPEAL,KR,none,ko,상고,literal,source_exact,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0213,KR_FINAL_APPEAL,procedure,FINAL_APPEAL,KR,none,en,appeal to the Supreme Court,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0214,KR_FINAL_APPEAL,procedure,FINAL_APPEAL,KR,none,en,final appeal,literal,official_translation_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0215,KR_COURT_FINAL_APPEAL,procedure,COURT_LEVEL,KR,none,ko,상고심,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0216,KR_COURT_FINAL_APPEAL,procedure,COURT_LEVEL,KR,none,en,court of final appeal,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Arts. 422-437,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0217,KR_REVERSAL,procedure,APPELLATE_DISPOSITION,KR,none,ko,파기,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0218,KR_REVERSAL,procedure,APPELLATE_DISPOSITION,KR,none,en,reverse,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0219,KR_REVERSAL,procedure,APPELLATE_DISPOSITION,KR,none,en,reversal,literal,official_translation_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0220,KR_REMAND,procedure,APPELLATE_DISPOSITION,KR,none,ko,환송,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0221,KR_REMAND,procedure,APPELLATE_DISPOSITION,KR,none,en,remand,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0222,KR_REVERSAL_REMAND,procedure,APPELLATE_DISPOSITION,KR,none,ko,파기환송,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0223,KR_REVERSAL_REMAND,procedure,APPELLATE_DISPOSITION,KR,none,en,remand after reversal,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0224,KR_REVERSAL_REMAND,procedure,APPELLATE_DISPOSITION,KR,none,en,reverse and remand,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0225,KR_TRANSFER,procedure,APPELLATE_DISPOSITION,KR,none,ko,이송,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0226,KR_TRANSFER,procedure,APPELLATE_DISPOSITION,KR,none,en,transfer,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0227,KR_PLEADINGS,procedure,PLEADINGS,KR,none,ko,변론,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436(2),https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0228,KR_PLEADINGS,procedure,PLEADINGS,KR,none,en,pleadings,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 436(2),https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0229,KR_JUDGMENT,procedure,JUDGMENT,KR,none,ko,판결,literal,source_exact,high,0,0,KR_CIVIL_PROCEDURE_ACT,multiple,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0230,KR_JUDGMENT,procedure,JUDGMENT,KR,none,en,judgment,literal,official_translation,high,0,0,KR_CIVIL_PROCEDURE_ACT,multiple,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0231,KR_LITIGATION_RECORD,procedure,RECORD,KR,none,ko,소송기록,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 421,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0232,KR_LITIGATION_RECORD,procedure,RECORD,KR,none,en,litigation record,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,Art. 421,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0233,KR_GROUNDS_FINAL_APPEAL,procedure,APPELLATE_ARGUMENT,KR,none,ko,상고이유,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,appeal-to-Supreme-Court provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0234,KR_GROUNDS_FINAL_APPEAL,procedure,APPELLATE_ARGUMENT,KR,none,en,grounds for final appeal,literal,official_translation,low,1,0,KR_CIVIL_PROCEDURE_ACT,appeal-to-Supreme-Court provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence.,0.1.1
S0235,KR_LITIGATION_COSTS,procedure,COSTS,KR,none,ko,소송비용,literal,source_variant,low,1,0,KR_CIVIL_PROCEDURE_ACT,general provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,,0.1.1
S0236,KR_LITIGATION_COSTS,procedure,COSTS,KR,none,en,litigation costs,literal,researcher_translation_candidate,low,0,0,KR_CIVIL_PROCEDURE_ACT,general provisions,https://elaw.klri.re.kr/kor_service/lawViewContent.do?hseq=55220,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0237,US_APPEAL,procedure,APPEAL,US_GENERIC,none,en,appeal,literal,source_exact,high,0,0,US_COURTS_GLOSSARY,Appeal,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0238,US_APPEAL,procedure,APPEAL,US_GENERIC,none,ko,항소,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Appeal,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0239,US_APPELLANT,procedure,PARTY_ON_APPEAL,US_GENERIC,none,en,appellant,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Appellant,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0240,US_APPELLANT,procedure,PARTY_ON_APPEAL,US_GENERIC,none,ko,항소인,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Appellant,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0241,US_APPELLEE,procedure,PARTY_ON_APPEAL,US_GENERIC,none,en,appellee,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Appellee,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0242,US_APPELLEE,procedure,PARTY_ON_APPEAL,US_GENERIC,none,ko,피항소인,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Appellee,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0243,US_APPELLATE_COURT,procedure,COURT_LEVEL,US_GENERIC,none,en,appellate court,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Appellate,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0244,US_APPELLATE_COURT,procedure,COURT_LEVEL,US_GENERIC,none,ko,항소법원,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Appellate,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0245,US_LOWER_COURT,procedure,COURT_LEVEL,US_GENERIC,none,en,lower court,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Appeal/Appellate,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0246,US_LOWER_COURT,procedure,COURT_LEVEL,US_GENERIC,none,ko,하급심 법원,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Appeal/Appellate,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0247,US_AFFIRMED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,affirmed,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Affirmed,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0248,US_AFFIRMED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,affirm,literal,source_variant,low,1,0,US_COURTS_GLOSSARY,Affirmed,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0249,US_AFFIRMED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,ko,원심 유지,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Affirmed,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0250,US_REVERSED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,reversed,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Reverse,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0251,US_REVERSED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,reverse,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Reverse,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0252,US_REVERSED,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,ko,원심 파기,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Reverse,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0253,US_REMAND,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,remand,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Remand,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0254,US_REMAND,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,en,remanded,literal,source_variant,low,1,0,US_COURTS_GLOSSARY,Remand,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0255,US_REMAND,procedure,APPELLATE_DISPOSITION,US_GENERIC,none,ko,환송,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Remand,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0256,US_COMPLAINT,procedure,PLEADING_DOCUMENT,US_GENERIC,none,en,complaint,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Complaint,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0257,US_COMPLAINT,procedure,PLEADING_DOCUMENT,US_GENERIC,none,ko,소장,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Complaint,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0258,US_ANSWER,procedure,PLEADING_DOCUMENT,US_GENERIC,none,en,answer,literal,source_exact,low,1,0,US_COURTS_GLOSSARY,Answer,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0259,US_ANSWER,procedure,PLEADING_DOCUMENT,US_GENERIC,none,ko,답변서,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Answer,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0260,US_RECORD,procedure,RECORD,US_GENERIC,none,en,record,literal,source_exact,high,0,0,US_COURTS_GLOSSARY,Record,https://www.uscourts.gov/glossary,needs_dev_validation,,0.1.1
S0261,US_RECORD,procedure,RECORD,US_GENERIC,none,ko,소송기록,literal,researcher_translation_candidate,low,0,0,US_COURTS_GLOSSARY,Record,https://www.uscourts.gov/glossary,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0262,US_MOTION_TO_DISMISS,procedure,MOTION,US_GENERIC,none,en,motion to dismiss,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0263,US_MOTION_TO_DISMISS,procedure,MOTION,US_GENERIC,none,ko,기각신청,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0264,US_SUMMARY_JUDGMENT,procedure,SUMMARY_JUDGMENT,US_GENERIC,none,en,summary judgment,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0265,US_SUMMARY_JUDGMENT,procedure,SUMMARY_JUDGMENT,US_GENERIC,none,ko,약식판결,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0266,US_MOTION_SUMMARY_JUDGMENT,procedure,SUMMARY_JUDGMENT,US_GENERIC,none,en,motion for summary judgment,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0267,US_MOTION_SUMMARY_JUDGMENT,procedure,SUMMARY_JUDGMENT,US_GENERIC,none,ko,약식판결 신청,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0268,US_STANDARD_OF_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,en,standard of review,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0269,US_STANDARD_OF_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,ko,심사기준,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0270,US_DE_NOVO_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,en,de novo review,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0271,US_DE_NOVO_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,en,review de novo,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
S0272,US_DE_NOVO_REVIEW,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,ko,전면적 재심사,literal,researcher_translation_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Researcher translation candidates are not claims of doctrinal equivalence. Inactive until development-set validation.,0.1.1
S0273,US_ABUSE_OF_DISCRETION,procedure,STANDARD_OF_REVIEW,US_GENERIC,none,en,abuse of discretion,literal,corpus_candidate,low,0,0,DEV_CORPUS,to validate,,needs_dev_validation,Inactive until development-set validation.,0.1.1
