case_id,source_grounding_status,mandatory_factual_sufficiency_status,fact_unit_coverage_status,translation_equivalence_status,language_sanity_status,language_sanity_detail,placeholder_equivalence_status,placeholder_detail,duplicate_sentence_status,duplicate_sentence_detail,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,leakage_detail,numerical_unit_status,number_detail,deterministic_issues,deterministic_review_issues,deterministic_pass,semantic_qc_status,semantic_issues,manual_review_required,final_pass
US_9dc742b4409b555931,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1549,""reason"":null,""status"":""pass""},""ko"":{""hangul"":576,""latin"":257,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]""],""ko"":[""[COMPANY_A]"",""[INSTITUTION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]"",""[PERSON_G]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""2"":2,""2005"":1,""3"":1,""7"":1},""target"":{""2"":2,""2005"":1,""7"":1}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_a0047ad180b5e21d95,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1219,""reason"":null,""status"":""pass""},""ko"":{""hangul"":422,""latin"":196,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":2,""16"":1,""21"":1,""29"":1,""3"":1,""32"":2,""5"":2},""target"":{""10"":2,""16"":1,""21"":1,""29"":1,""3"":1,""32"":2,""5"":2}}",[],[],True,review,"[""The Korean text changes the co-worker relationship by making [PERSON_B] a co-worker of [PERSON_B] rather than a co-worker of [PERSON_A].""]",False,False
US_a07db3e0a97840c5b1,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1152,""reason"":null,""status"":""pass""},""ko"":{""hangul"":446,""latin"":152,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[PERSON_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[PERSON_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1964"":1,""2017"":1,""2018"":1,""3"":1},""target"":{""1964"":1,""2017"":1,""2018"":1,""3"":1}}",[],[],True,pass,[],False,True
US_acb942a605c65e06f0,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2457,""reason"":null,""status"":""pass""},""ko"":{""hangul"":823,""latin"":577,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_D]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[COMPANY_D]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":3,""1.81"":1,""2"":2,""2005"":1,""2009"":1,""2013"":1,""2016"":1,""2017"":2,""3"":1,""5"":3,""6"":1},""target"":{""1"":2,""1.81"":1,""2"":1,""2005"":1,""2009"":1,""2013"":1,""2016"":1,""2017"":2,""3"":1,""5"":3,""6"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The final neutral facts retain legal conclusions and litigation-related content, including compensatory/punitive damages, individual defendants, seeking an order, and the counterfactual effect of that order. These should not be present under the neutral-fact criteria."",""The English and Korean texts are substantively aligned, so the defect is present in both languages rather than being a translation mismatch.""]",False,False
US_afc0614636d20e04b8,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":2384,""reason"":null,""status"":""pass""},""ko"":{""hangul"":821,""latin"":399,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[GROUP_A]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_E]"",""[PERSON_F]""],""ko"":[""[COMPANY_A]"",""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[GROUP_A]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_E]"",""[PERSON_F]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":1,""10"":1,""11"":1,""1989"":1,""2"":2,""3"":2},""target"":{""10"":1,""11"":1,""1989"":1,""2"":2,""3"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The final English and Korean texts retain litigation posture through the statement that the estate was represented in a dispute."",""The Korean text contains a substantive entity error: it says [PERSON_B] transferred assets from [PERSON_B]'s account, rather than from [PERSON_A]'s account as stated in the English and source texts.""]",False,False
US_b160a9deca3c2a648b,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":516,""reason"":null,""status"":""pass""},""ko"":{""hangul"":176,""latin"":100,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""ko"":[""[COMPANY_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PROPERTY_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":1,""2"":1,""2003"":1,""21"":1},""target"":{""10"":1,""2"":1,""2003"":1,""21"":1}}",[],[],True,review,"[""The final factual content redundantly duplicates the injury resulting from the fall in both languages.""]",False,False
US_b24ef2018816af9946,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1258,""reason"":null,""status"":""pass""},""ko"":{""hangul"":489,""latin"":150,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""15"":1,""2008"":1,""3"":1},""target"":{""15"":1,""2008"":1,""3"":1}}",[],[],True,pass,[],False,True
US_b2c7f8c81dc1b0c361,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":385,""reason"":null,""status"":""pass""},""ko"":{""hangul"":128,""latin"":77,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[PERSON_A]""],""ko"":[""[CURRENCY_AMOUNT_A]"",""[CURRENCY_AMOUNT_B]"",""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[PERSON_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""2003"":1,""2009"":1,""28"":1},""target"":{""2003"":1,""2009"":1,""28"":1}}",[],[],True,pass,[],False,True
US_b362543043cab0106c,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":3283,""reason"":null,""status"":""pass""},""ko"":{""hangul"":1265,""latin"":469,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[CURRENCY_AMOUNT_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]"",""[PERSON_D]"",""[PERSON_E]"",""[PERSON_F]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":1,""10"":3,""2"":3,""2007"":2,""2008"":2,""4"":1,""5"":1,""9"":1},""target"":{""1"":1,""10"":3,""2"":1,""2007"":2,""2008"":2,""4"":1,""5"":1,""9"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The final record retains complaint allegations, a party assertion, and an agreement/pleading attribution instead of presenting only neutral underlying facts. These are concrete litigation-posture statements and appear in both languages.""]",False,False
US_b473e7585c6e5638dd,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":976,""reason"":null,""status"":""pass""},""ko"":{""hangul"":360,""latin"":241,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]""],""ko"":[""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""1"":1,""2"":1},""target"":{}}",[],"[""numerical_unit_status""]",True,pass,[],False,True
US_b732d6870be7eac6fb,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":3723,""reason"":null,""status"":""pass""},""ko"":{""hangul"":1347,""latin"":340,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[CURRENCY_AMOUNT_A]"",""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[ORGANIZATION_C]"",""[ORGANIZATION_D]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[CURRENCY_AMOUNT_A]"",""[LOCATION_A]"",""[LOCATION_B]"",""[ORGANIZATION_A]"",""[ORGANIZATION_B]"",""[ORGANIZATION_C]"",""[ORGANIZATION_D]"",""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""10"":4,""13"":1,""16"":2,""2"":2,""2011"":1,""2013"":1,""2014"":4,""2015"":6,""25"":1,""26"":1,""3"":2,""4"":2,""6"":1,""8"":1},""target"":{""10"":4,""13"":1,""16"":2,""2"":2,""2011"":1,""2013"":1,""2014"":4,""2015"":6,""25"":1,""26"":1,""3"":2,""4"":2,""6"":1,""8"":1}}",[],[],True,pass,[],False,True
US_bb44001945931d8610,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":958,""reason"":null,""status"":""pass""},""ko"":{""hangul"":345,""latin"":75,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[GROUP_A]"",""[LOCATION_A]""],""ko"":[""[GROUP_A]"",""[LOCATION_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""3"":1,""4"":1},""target"":{""4"":1}}",[],"[""numerical_unit_status""]",True,review,"[""The final record unnecessarily retains plaintiff/defendant and proposed-class litigation posture, contrary to the neutral-fact requirement.""]",False,False
US_c387cc2f242da3c0dc,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":933,""reason"":null,""status"":""pass""},""ko"":{""hangul"":359,""latin"":138,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PRODUCT_A]""],""ko"":[""[CURRENCY_AMOUNT_A]"",""[ORGANIZATION_A]"",""[PERSON_A]"",""[PRODUCT_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""11"":2,""2"":2,""2018"":4,""5"":2},""target"":{""11"":2,""2"":2,""2018"":4,""5"":2}}",[],[],True,pass,[],False,True
US_ca3855b0593ebfc33e,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1551,""reason"":null,""status"":""pass""},""ko"":{""hangul"":525,""latin"":301,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PRODUCT_A]""],""ko"":[""[COMPANY_A]"",""[COMPANY_B]"",""[COMPANY_C]"",""[INSTITUTION_A]"",""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[PRODUCT_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""2009"":2},""target"":{""2009"":2}}",[],[],True,pass,[],False,True
US_cc8f60960ef40a7434,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":555,""reason"":null,""status"":""pass""},""ko"":{""hangul"":202,""latin"":110,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""ko"":[""[LOCATION_A]"",""[PERSON_A]"",""[PERSON_B]"",""[VEHICLE_A]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",pass,"{""source"":{""1989"":1,""28"":1,""4"":1,""4.83"":1,""9"":1},""target"":{""1989"":1,""28"":1,""4"":1,""4.83"":1,""9"":1}}",[],[],True,review,"[""Substantive factual content is duplicated in both language versions, including the braking, loss-of-control, median collision, death, and injury sequence.""]",False,False
US_cd09a42ab8bc802821,pass,pass,pass,pass,pass,"{""en"":{""hangul"":0,""latin"":1937,""reason"":null,""status"":""pass""},""ko"":{""hangul"":697,""latin"":180,""reason"":null,""status"":""pass""}}",pass,"{""en"":[""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""ko"":[""[PERSON_A]"",""[PERSON_B]"",""[PERSON_C]""],""status"":""pass""}",pass,"{""en"":{""duplicates"":[],""status"":""pass""},""ko"":{""duplicates"":[],""status"":""pass""}}",pass,pass,pass,"{""en"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}},""ko"":{""jurisdiction_leakage_evidence"":[],""jurisdiction_leakage_status"":""pass"",""legal_leakage_evidence"":[],""legal_leakage_status"":""pass"",""procedural_leakage_status"":""pass"",""strict_leakage_evidence"":{""currency"":[],""customary_unit"":[],""jurisdiction_placeholder"":[],""kr_institution"":[],""legal_conclusion"":[],""procedural"":[]}}}",fail,"{""source"":{""10"":1,""2"":4,""2008"":1,""2009"":2,""5"":2,""7"":1},""target"":{""10"":1,""15"":1,""2"":4,""2008"":1,""2009"":2,""40"":1,""5"":2,""7"":1}}",[],"[""numerical_unit_status""]",True,review,"[""Litigation posture is retained in both languages through the statement that the executor brought claims against the company group; the record should state factual events without retaining that procedural posture."",""The Korean text contains a concrete language/character defect: \""경력期间\"" should use consistent Korean wording."",""The AML, chromosomal-abnormality, and death facts are duplicated in the final text.""]",False,False
