case_id,case_family_id,origin_country,origin_state,court_name,court_level,decision_date,case_number_or_citation,primary_domain,liability_theories,domain_review_status,domain_evidence,source_case_id,lower_court_supplemented,neutral_fact_source_language,neutral_fact_ko_chars,neutral_fact_en_chars,source_grounding_status,legal_leakage_status,procedural_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,language_sanity_status,duplicate_sentence_status,text_review_provenance,replacement_status,replacement_reason,analysis_split,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
KR_f8eefffc009c58124b,FAM_ba5ef367c9089ebf,KR,,대법원,supreme,2023-06-29,2022다309474,general_negligence_personal_injury,"[""자동차 사고에 관한 일반 과실책임"", ""공동불법행위"", ""공동불법행위자 사이의 구상책임""]",accepted_primary,"[""2019. 1. 원고 차량과 피고 차량이 충돌하였고, 이어서 충돌로 정차 중인 피고 차량을 제3 차량이 충격하였다(이하 ‘이 사건 사고’라 한다). 이로 인하여 제3 차량 운전자가 사망하고 동승자들이 상해를 입었으며, 제3 차량 및 사고와 무관한 다른 차량들이 파손되었다."", ""원심은 이 사건 사고에 대한 원고 차량 운전자의 과실을 50%, 피고 차량 운전자의 과실을 20%, 제3 차량 운전자의 과실을 30%로 판단하였다."", ""공동불법행위자 중 1인이 피해자로부터 손해배상청구소송을 당하여 그 판결에서 인용된 손해배상금을 지급함으로써 공동 면책된 때에는""]",237051,False,ko,519,782,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,1b0299f7eae9e05ece1f4184842754c50c65dca7f5549b7de972ab59d4f5b94d,8e2c11fa636cc488c8ba6a9936803cb4af7e1a0053da72751ed1fed9f0d0d80d,8e2c11fa636cc488c8ba6a9936803cb4af7e1a0053da72751ed1fed9f0d0d80d,40ae2f64f11ffdbbb532acee61a1f1c87b4283455c68e584c620014c993a33ab
KR_f92051e8c5598d8ccc,FAM_c3b5fe6a78f98fda,KR,,대법원,supreme,2007-11-15,2004다2786,other_civil_liability,"[""국가배상책임"", ""공무원의 직무상 과실에 의한 불법행위책임"", ""상당인과관계""]",independent_agreement,"[""등기관의 과실로 인하여, 그 자체로는 받아들여질 수 없었던 대신증권의 근저당권설정등기가 먼저 경료되어 버린 반면 원고의 근저당권설정등기는 후순위로 밀려나게 되었고"", ""등기관의 위 직무상 과실과 원고의 손해 사이에는 상당인과관계가 있다고 할 것이다.""]",85382,False,ko,944,2027,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,f825c0e5cd3df6d1199f127bfa39ea81a24304ed7458de941c873d645ec22977,1e83771168243a6ba1d0afd36c939e2d4ec0ac8eaf1938510b7112b0b6b6c25e,1e83771168243a6ba1d0afd36c939e2d4ec0ac8eaf1938510b7112b0b6b6c25e,bf76b2ace689eb1c4d161cb72956c26a0034fd32044a2084590e8363738de3dc
KR_fade97268b1abdcfa2,FAM_1f964adb613afe30,KR,,대법원,supreme,2008-12-11,2006다5550,other_civil_liability,"[""director breach of duty"", ""director negligence or dereliction of duty"", ""corporate damages for unrecovered lending or bond-investment loss""]",independent_agreement,"[""이사가 법령 또는 정관에 위반한 행위를 하거나 그 임무를 해태함으로써 회사에 대하여 손해를 배상할 책임이 있어"", ""피고 1이 그 임무해태에 따른 책임을 면할 수 없다고 판단한 것은 수긍할 수 있고, 달리 법리오해의 위법이 없다."", ""피고 1에 대하여 임무해태에 따른 손해배상책임을 면할 수 없다고 판단한 것은 수긍할 수 있고""]",128035,False,ko,555,1312,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,3f9488937430f984f12b5af21af0c6dc3cc7f9e3fc4289f64e4e8cba716aedce,7ede0d6e5b6e4b8297c750e9aac3ee6647eb1fe6ee5fa98d3b393c1d4ac92a17,7ede0d6e5b6e4b8297c750e9aac3ee6647eb1fe6ee5fa98d3b393c1d4ac92a17,dc718f32f3cc7145e158393a26a842aa626a8a0beadd4f7220cdcb2e8d141313
KR_fdfefa335ed21439c0,FAM_d6af74aa9c317059,KR,,대법원,supreme,2010-05-27,2007다25971,medical_professional_liability,"[""의료상 과실에 의한 불법행위책임"", ""의료상의 주의의무 위반 및 손해 발생 사이의 인과관계"", ""설명의무 위반에 따른 위자료 지급의무""]",independent_agreement,"[""피고들의 의료상 과실과 인과관계에 대하여"", ""의사가 진찰·치료 등의 의료행위를 함에 있어서는 사람의 생명·신체·건강을 관리하는 업무의 성질에 비추어 환자의 구체적인 증상이나 상황에 따라 위험을 방지하기 위하여 요구되는 최선의 조치를 취하여야 할 주의의무가 있고"", ""의료행위에 있어서의 잘못을 원인으로 한 불법행위책임이 성립하기 위해서도 일반 불법행위의 경우와 마찬가지로 의료상의 주의의무 위반과 손해의 발생이 있고 그 사이에 인과관계가 있음이 증명되어야 하므로""]",144231,False,ko,1148,2189,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,판결의 중심 쟁점은 교통사고 손해배상책임 자체가 아니라 의무보험금 산정 및 보험자의 초과지급금 반환·공제 여부인 보험·금액 문제이다.,confirmatory,e6cb1ea9c147885ad4256aa682450e8f20eff661706c8f74065a41edc5830408,22c1c5fa68cf5281ff3ab1e77600f0ea4c232aa3196b7cee0a1ae974dd81db8b,22c1c5fa68cf5281ff3ab1e77600f0ea4c232aa3196b7cee0a1ae974dd81db8b,18ed8a98a014a22150c9d7d9d1df18ccd3c50cd1836c50d7e89b8075ce859832
US_00df5ba88ee9d43fd5,FAM_f0a717a139894119,US,West Virginia,West Virginia Supreme Court,supreme,2010-11-18,,other_civil_liability,"[""common-law grave desecration"", ""negligent or intentional mishandling of a dead body"", ""willful, wanton, reckless, or malicious conduct""]",independent_agreement,"[""A common law cause of action for grave desecration does exist"", ""the defendant proximately caused, either directly or indirectly, defacement, damage, or other mistreatment of the physical area of the decedent's grave site or common areas of the cemetery""]",2395107,False,en,598,1114,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The opinion concerns contract payment, breach-of-contract, mechanic's-lien, and jury-verdict issues, not a substantive civil-liability damages claim within the eligible domains.",confirmatory,dd36e253e2da87e1ea441cb2774aa8e0a4b6066496413a72b1ad11aab12ce808,c04d6ef3804d5e584105b311e0f0ab6d202fe38b01592047be2f72c96dbd930e,2f4e0681819158913d61b17835e5167645952a3f03d6dda794a57caba0ed2501,c04d6ef3804d5e584105b311e0f0ab6d202fe38b01592047be2f72c96dbd930e
US_03aa3f07d9d0e5332a,FAM_973c2d6efa444ea2,US,Nevada,Nevada Supreme Court,supreme,2002-05-17,,general_negligence_personal_injury,"[""negligent maintenance"", ""failure to warn"", ""premises liability""]",accepted_primary,"[""Davenport sued Comstock Hills, alleging that it had acted negligently by failing to design, build, and maintain a reasonably safe retaining wall and by failing to warn her of the hazard."", ""Acknowledging this principle, the Supreme Court of Oklahoma has stated, \""Maintenance is not the same as nor synonymous with design and construction.\""[9] Accordingly, we hold that the statutes of repose bar only those actions arising out of design and construction-related negligence, but not negligent maintenance."", ""In her complaint, Davenport also asserted that Comstock Hills was negligent in failing to warn her of the unsafe precipice.""]",2637057,False,en,1055,1894,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,49800f1c3ab3b082c765d622b1b6e16c6c74ecadcc2f0a72d7ff22789013dc64,e879a9a1a2e4c7195cff36c638ad1fcab4b25dd17e68586b4eea68b918fbc008,fa062e1b3d4cce0dc8497b941c2bdaee86b4ac4bc49cc9f860ffd8bed5cad966,e879a9a1a2e4c7195cff36c638ad1fcab4b25dd17e68586b4eea68b918fbc008
US_04cf5031ab373b2ef6,FAM_b9036a93f0bbb61f,US,Nevada,Nevada Supreme Court,supreme,2013-09-25,,other_civil_liability,"[""fraud"", ""consumer fraud"", ""constructive fraud"", ""civil conspiracy to defraud"", ""civil racketeering"", ""unfair lending practices"", ""negligence"", ""negligence per se"", ""intentional infliction of emotional distress"", ""breach of contract"", ""breach of the covenant of good faith and fair dealing""]",independent_agreement,"[""Davenport asserted the following claims against GMAC: fraud, consumer fraud, constructive fraud, civil conspiracy, civil racketeering, unfair lending practices, negligence, negligence per se, intentional infliction of emotional distress, breach of contract, and breach of the covenant of good faith and fair dealing."", ""To state an actionable claim for civil conspiracy to defraud, a plaintiff must allege: (1) a conspiracy agreement formed by the defendants to unlawfully harm the plaintiff, (2) an act of fraud in furtherance thereof, and (3) resulting damages to the plaintiff."", ""Davenport claimed that as a result of this conspiracy, he incurred damages because his credit was destroyed.""]",1042316,False,en,686,1045,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The controlling opinion resolves service-of-process, waiver, and limitations issues; it does not adjudicate the underlying medical-negligence or damages merits.",confirmatory,7e49977c1ef1ed5abceec0ee36f5bcded25c52185828e3767ad86bffc90368c3,bbef3054cdf4c87aaa786bdb84e4e4f8e76fa49a724c1a6bef334588a4c16eee,41b06db0e2d7b542499e0eac6ee07f0725aa523f40c5370753e21ff3adacaec0,bbef3054cdf4c87aaa786bdb84e4e4f8e76fa49a724c1a6bef334588a4c16eee
US_061c987e5f6b8cf2e8,FAM_c79dc429049e29f4,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2005-09-28,,other_civil_liability,"[""wrongful discharge in violation of public policy"", ""retaliation for refusing to interfere with a subordinate employee's workers' compensation rights""]",independent_agreement,"[""Doug and Ted filed a joint civil complaint against Motor Sales averring wrongful discharge from their employment."", ""Ted proceeded on the theory that he had been terminated for refusing to coerce Doug into waiving such benefits"", ""The jury awarded Ted compensatory damages totaling $192,000""]",2258768,False,en,1677,2574,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,e4f9d3d33ad8a7ef4edca12313dd9e555ee393b510d9c65bc337e7222bd1411b,eec1b9204dc73cd5c520127d546114c11f6b0c29450042ac04ae3551f047ac24,cbfdd0f40d6d7b04106a3015346b9eb77fadab78c1ef5f1c4c06a987ed817688,eec1b9204dc73cd5c520127d546114c11f6b0c29450042ac04ae3551f047ac24
US_0852f7949bcaa2bb53,FAM_4689a8cfe2f70487,US,Louisiana,Supreme Court of Louisiana,supreme,2007-01-26,,general_negligence_personal_injury,"[""ordinary negligence"", ""comparative fault"", ""personal injury damages""]",accepted_primary,"[""This matter arises out of a personal injury lawsuit Harold Alex, Jr. (\""Alex\"") brought against Rayne Concrete Service (\""Rayne Concrete\"") and its insurer, Employers Mutual Casualty Company."", ""Alex was injured when an employee of Rayne Concrete, who was driving the concrete truck, lowered the trough through which the concrete was poured onto Alex's back.""]",1692156,False,en,1029,1677,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,31bac76658cc0e7633e82d70a3c0d84be969a1a4647bd3b24df8b62115909c3e,18399aaf91c9453b8e543a03b6bb3f6c1a9775d3b8053fd07a0bbc2e5497cbe1,609de4c650cf63734a8ccb67c98fa40688353e1313f897a4d0678a47f6e43558,18399aaf91c9453b8e543a03b6bb3f6c1a9775d3b8053fd07a0bbc2e5497cbe1
US_0b0596e3f457282cc2,FAM_c4d940267385d86e,US,Nevada,Nevada Supreme Court,supreme,2008-10-09,,other_civil_liability,"[""conversion"", ""punitive damages""]",accepted_primary,"[""In order to show conversion, Winchell must prove that Schiff “wrongfully exerted [dominion] over personal property in denial of, or inconsistent with, title or rights therein or in derogation, exclusion or defiance of such rights.”"", ""Therefore, we conclude that substantial evidence supports the jury’s finding that Schiff was liable for conversion.""]",8085947,False,en,944,1644,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The controlling opinion concerns expert-witness qualification and evidentiary gatekeeping under MCL 600.2169(1), and resolves the cases through dismissal and directed verdict for failure to present a qualified expert, without deciding substantive negligence, causation, or damages.",development,9de557d92ede3dd6fd30f6efb16e45cd26d9f37b6dcf2bf33c602d927036b5bf,673668b0dff92972ec3414d919eb378adb6662b2f9c2487e156528495a4d4a7e,5086030b69594ac3e63187a20785e5acda3f06e80c3b04998acd4b3302cb3620,673668b0dff92972ec3414d919eb378adb6662b2f9c2487e156528495a4d4a7e
US_0cb53a4c10c6b8a81c,FAM_25dfea94e6c454bb,US,Nevada,Nevada Supreme Court,supreme,2021-12-02,,other_civil_liability,"[""wrongful death"", ""negligence per se"", ""negligent entrustment"", ""statutory civil-liability immunity""]",adjudicated,"[""James and Ann-Marie Parsons sued the gun companies in Nevada state court, alleging (1) wrongful death caused by the companies' knowing violation of 18 U.S.C. § 922(b)(4) (2019)"", ""The answer to the limited dispositive question—does the plausible allegation of illegality take the causes of action asserted here outside the immunity NRS 41.131(1) declares?—lies somewhere in between."", ""In response to the questions certified to us by the federal district court, we hold that NRS 41.131 provides the gun companies immunity from the wrongful death and negligence per se claims asserted against them under Nevada law in this case.""]",5307799,False,en,511,802,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,development,8a48e5e1f8d58422adfd7062f06bc68937f2dd928db49d77d950a9851e078933,bde625f7e844e7c9430ba1936d3dc662c1c1083c684e8afb35d117cda208714b,ce0b13f1500ac3cba687bc8cc31009869fae1fa7537ee97cf51b6cf4937587d0,bde625f7e844e7c9430ba1936d3dc662c1c1083c684e8afb35d117cda208714b
US_0cdf24e76568435f05,FAM_d860879612c79aaf,US,Michigan,Michigan Supreme Court,supreme,2006-07-31,,medical_professional_liability,"[""negligent medical procedures"", ""failure to properly diagnose and treat prestroke symptoms"", ""medical malpractice""]",independent_agreement,"[""Plaintiffs sued Dr. Custer and the hospital, alleging that the fractures were the result of negligent medical procedures"", ""Plaintiff alleges that the defendant physician failed to properly diagnose and treat the decedent while she exhibited prestroke symptoms.""]",845582,False,en,454,902,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,2ad6592d68bfbb671cdab06e898f78df58538b10c235aaa8ba53f2ff53d394c0,bd2a5efe06d29f37cce6a2763f3b5f83fe74928b1121481264aefc679f1f8dda,483f299123f7155bb31b81609545bf43f0b01e53ded910564e45ebd1267fece4,bd2a5efe06d29f37cce6a2763f3b5f83fe74928b1121481264aefc679f1f8dda
US_0eaf2fe14baa5be05e,FAM_44ceecdf79a9ffdd,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,2000-05-18,,general_negligence_personal_injury,"[""negligent highway design, construction, and maintenance"", ""failure to install or maintain a guardrail"", ""dangerous condition of Commonwealth realty/highway"", ""concurrent causation of personal injuries""]",accepted_primary,"[""Appellee commenced an action against the Commonwealth of Pennsylvania, Department of Transportation (PennDOT), alleging that PennDOT was negligent in failing to properly shield the steep embankment with a guardrail on the portion of the highway where the accident occurred and for failing to properly design, construct and maintain a safe highway.""]",2196456,False,en,889,1570,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,e628a00f2f6785c20a1461476b43321377355851b2b0bf254e3d48dc6c33003f,c645dad5ca3c6ce31d540217715c745ce55dfab42350de2e2525a6151dfb8202,69580ec76a49a3e1dee83e66f0e582a18e5f92293833eae5f8c33a9665906c2b,c645dad5ca3c6ce31d540217715c745ce55dfab42350de2e2525a6151dfb8202
US_0ed0e9c92a0a12ceca,FAM_245a6f28179f40c3,US,West Virginia,West Virginia Supreme Court,supreme,2007-05-25,,other_civil_liability,"[""negligent spoliation of evidence""]",independent_agreement,"[""we are asked to review a summary judgment order dismissing a negligent spoliation lawsuit against an insurance company."", ""spoliation of evidence as a standalone tort when the spoliation is the result of the negligence of a third party, and the third party had a special duty to preserve the evidence.""]",1424178,False,en,1211,1803,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,18cc7e258643286dab0dcb4403c3540e4081094a75ed1df61cb42d7537458078,c7ef8ac1194491e8771f2e80c46ecb654904033244ba81441302cda83986cbe7,2cb660a014087a1aac47086760d686c4332904a0a03760a0c07656847b01fcf7,c7ef8ac1194491e8771f2e80c46ecb654904033244ba81441302cda83986cbe7
US_1042602a184dd1c50b,FAM_8bd7bbdf1d5378cb,US,Louisiana,Supreme Court of Louisiana,supreme,2003-10-21,,general_negligence_personal_injury,"[""ordinary negligence"", ""wrongful death"", ""duty-risk liability"", ""statutory duty and breach""]",accepted_primary,"[""Suit was filed against Sheriff Foti, as criminal sheriff of the Parish of Orleans, the City of New Orleans, and XYZ Insurance Company, alleging that Sheriff Foti was negligent in holding the juvenile at the Orleans Parish Prison and releasing him without notifying his parents."", ""This matter arises out of a wrongful death action filed by the parents of a sixteen year old juvenile, who was improperly incarcerated in the Orleans Parish Correctional Center for adults instead of the Orleans Juvenile Facility.""]",1696964,False,en,542,901,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,3e72fee0f1a47c15773a8e360a547e812c83374d89deee601f69a5cf7c4e6f66,02373a9364457811df0bd5a6578232cc79c2c55b1c908b949c7202291a2325cb,0cab8078a15c901c0da121363b12408bcadc301447331e40ea923698a97593ba,02373a9364457811df0bd5a6578232cc79c2c55b1c908b949c7202291a2325cb
US_143504a555ba2b1572,FAM_3470c1a0012ae8f1,US,Louisiana,Supreme Court of Louisiana,supreme,2004-12-01,,general_negligence_personal_injury,"[""ordinary negligence"", ""premises liability"", ""failure to properly maintain and repair a window screen"", ""property-owner/custodian liability under La. C.C. art. 2317.1""]",independent_agreement,"[""etermine whether the trial court committed manifest error in finding that the Housing Authority of New Orleans (\""HANO\"") negligently installed a window screen in plaintiff's apartment which caused her daughter to sustain injuries. After reviewing the facts and the applicable law, we reverse the judgments of the lower courts because their conclusion that HANO was negligent i"", ""In an action to recover damages for injuries allegedly caused by another's negligence, the plaintiff has the burden of proving negligence on the part of the defendant"", ""Negligence cases are resolved under the duty/risk analysis""]",1803024,False,en,1738,3199,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,"The opinion principally resolves prescription and does not adjudicate a substantive civil-liability merits issue; the discussion of negligence, product liability, Jones Act status, and maritime jurisdiction concerns alleged claims and vacated procedural findings.",confirmatory,74c710819e1cc60f9a00bde18520b55105f618c880d388d8ebd87c89cfb89457,f92b32b92f3f96750c42644bb3e557635f8d5f9025badfceffbfd99019cc0264,fd0a7237a110bdfbbdde43a29f9d487ea8837143d4aa11986d482ca764140dff,f92b32b92f3f96750c42644bb3e557635f8d5f9025badfceffbfd99019cc0264
US_157a99d9bc34ad07c0,FAM_c1920e20f8735f5d,US,Michigan,Michigan Supreme Court,supreme,2000-07-28,,general_negligence_personal_injury,"[""negligent failure to maintain and repair a highway"", ""negligent failure to install additional stop signs or traffic signals""]",accepted_primary,"[""Nawrocki allegedly stepped on cracked and broken pavement on the surface of Kelly Road and sustained serious injuries to her right ankle"", ""Nawrocki sued defendant Macomb County Road Commission,[6] arguing that it negligently failed to maintain Kelly Road in reasonable repair and in a condition safe and convenient for public travel."", ""Evens sued defendant Shiawassee County Road Commissioners, arguing that they negligently failed to maintain the intersection in reasonable repair and in a condition safe and convenient for public travel.""]",1830403,False,en,869,1582,pass,pass,pass,pass,pass,pass,pass,external_manual_review+v3_final_qc_direct_source_adjudication,retained,,confirmatory,975405de34cdf2d9f2757e81966d7045146866b7230c15bfa26565a9c23d5d60,d0ec86f47fac2aece971a4db9ec85f6d789c4c74acfffbf9ac32b6649b40b5c7,f322dbcf45d30b8b9ea2571ed692ce4e9db502e501661a1fda1d57d62cd61d8c,d0ec86f47fac2aece971a4db9ec85f6d789c4c74acfffbf9ac32b6649b40b5c7
US_15e86d45f19b975195,FAM_a6fd826d778ed891,US,West Virginia,West Virginia Supreme Court,supreme,2018-11-19,,other_civil_liability,"[""fraud"", ""constitutional tort and statutory violations"", ""child concealment"", ""outrage/intentional infliction of emotional distress"", ""governmental and qualified immunity""]",independent_agreement,"[""The complaint alleged the following causes of action: (1) fraud; (2) “constitutional tort and statutory violations”; (3) child concealment; and (4) outrage/intentional infliction of emotional distress."", ""petitioners filed a civil action against the DHHR and two of its employees."", ""We find, however, that petitioners are not entitled to any relief, as the circuit court correctly ruled that respondents in this matter are immune from liability.""]",4565559,False,en,1961,3091,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,c98f58285e97b1c3f76658e8fa4516e635b56779e7f485c729b5da6d1d04897e,a60f963ad334ea278101add9cf7be21363675013bbcde8e18f4d541d02d040ee,6f3aade2ec6d511f5b8a8a1fc448d137b52ff9a01caeeceb5814dfde046d127c,a60f963ad334ea278101add9cf7be21363675013bbcde8e18f4d541d02d040ee
US_193c9ad26072b674b4,FAM_df8a2f43129a48bf,US,Nevada,Nevada Supreme Court,supreme,2003-03-21,,product_liability,"[""strict products liability"", ""failure to warn""]",independent_agreement,"[""Appellants' primary contention centers on the district court's failure to adopt appellants' proffered instructions on their theory of liability; that warnings concerning the risk of carbon monoxide migration secondary to use of the boat's air conditioning system were inadequate."", ""because the jury was left to guess \""from general `stock' instructions\"" discrete elements of proof \""in the rather unusual context of a gas explosion case.\""[10] However, in American Casualty Co., we also observed that \""[i]n some instances a requested instruction, although proper, will not be essential to the jury's understanding of the case.\""[11] Under Nevada law,[12] \""strict liability may be imposed even though the product is faultlessly made if it was unreasonably dangerous to place the product in the hands of the user without suitable and adequate warning concerning safe and proper use.\""[13] Inherent in this doctrine is that \""a product must include a warning that adequately communicates the dangers that may result from its use or foreseeable misuse.\""[14] More particularly, in Fyssakis v."", ""We therefore embrace the rule of law stated in the Pavlides instructions offered by appellants below, and hold that Nevada trial courts should advise juries that warnings in the context of products liability claims must be (1) designed to reasonably catch the consumer's attention, (2) that the language be comprehensible and give a fair indication of the specific risks attendant to use of the product, and (3) that warnings be of sufficient intensity justified by the magnitude of the risk.""]",2625884,False,en,1816,3107,pass,pass,pass,pass,pass,pass,pass,external_manual_review_182_authoritative,retained,,confirmatory,8b9b3ee87cfade88f95216103a396cb377613c03b2a63df93db7c8f738c7d0b5,ec137478d22e982e6c1ecfe5b00b5e244befd5ae74ba082cd7eef061a230dfd1,714be47b15c70ccc9431d19fe4eb247a7a784108f9eabc4c8d72344ed9b2d341,ec137478d22e982e6c1ecfe5b00b5e244befd5ae74ba082cd7eef061a230dfd1
US_193fdb5b19590cbcab,FAM_114fafdc93cf19f7,US,West Virginia,West Virginia Supreme Court,supreme,2003-12-03,,medical_professional_liability,"[""medical negligence"", ""negligent breach of the medical standard of care"", ""proximate cause of personal injury""]",independent_agreement,"[""During the trial of this case, Mrs. Arbogast contended that Mid-Ohio breached the medical standard of care in extracting blood from her left arm."", ""Mrs. Arbogast sought to establish the standard of care for extracting blood from a patient’s arm through the expert testimony of Dr. Beverly Kovanda.""]",1311076,False,en,1720,2852,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,development,9ccb5963c9df43282f2ce50b791c99161468e992358eb31e00497282dc175926,95b3a0fd04894d275abf1381fca0dae956e9da4ad36d156d72287fb443b8ec33,e2836c1eae94660a9e8b657cbebe674132255da3ab9b21ac057241f0015fb7c4,95b3a0fd04894d275abf1381fca0dae956e9da4ad36d156d72287fb443b8ec33
US_1aba36d98e0653f066,FAM_2c92baef53d42773,US,Michigan,Michigan Supreme Court,supreme,2005-06-01,,other_civil_liability,"[""Michigan Civil Rights Act statutory discrimination liability"", ""Hostile work environment sexual harassment"", ""Employer respondeat superior liability based on notice and failure to take corrective action"", ""Individual agent liability""]",independent_agreement,"[""At issue in this case is (1) whether the Michigan Civil Rights Act (CRA)[1] provides a cause of action against an individual agent of an employer and (2) whether plaintiff's employer, Ford Motor Company, was entitled to a directed verdict in plaintiff's sexual harassment lawsuit against it."", ""The CRA prohibits an employer from discriminating on account of sex, which includes sexual harassment."", ""Because employers can be held liable under the CRA, and because agents are considered employers, agents can be held liable, as individuals, under the CRA.""]",848648,False,en,989,1577,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,b2f2b542ad6ca328b9ee767c5ac28a9f51f959d2193ab89d30a122dc2aa56dd2,e5fda2a15c1b0fce0f1fcca7de5506ba6d383c39e545469468bfd35a82dd6d40,c523ffb840df539df650ed48727b9d119d5c6ef4c67970cf18de9db5a592812f,e5fda2a15c1b0fce0f1fcca7de5506ba6d383c39e545469468bfd35a82dd6d40
US_1cfe591dc59be857da,FAM_77a5d27bbac2f615,US,Michigan,Michigan Supreme Court,supreme,2020-12-11,,other_civil_liability,"[""defamation"", ""libel"", ""statutory fair-reporting privilege""]",accepted_primary,"[""This case involves claims of defamation by plaintiff Bryan Punturo against defendants, Brace Kern, Saburi Boyer, and Danielle Kort."", ""Thereafter, Punturo filed the present defamation action, arguing that the various statements to the news media that he had committed antitrust violations and extortion were defamatory and that he is entitled to damages.""]",4838644,False,en,776,1188,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,confirmed replacement required by external review and source recheck,confirmatory,8b070ab7ac1da1ccb9c6f55fbfdd810fcd02ba94a222377be3c485e1dca57ca6,a27234f76c4d032f6e14b733323b980fcb217f5152e89372b79c1fea26921a0c,4452cb10f13e547c1e8b64c2ad7f840f50071819cea898f0d1abc5b6150beefd,a27234f76c4d032f6e14b733323b980fcb217f5152e89372b79c1fea26921a0c
US_231c5e7fb867d9b8c2,FAM_f61781c71e4309a3,US,Nevada,Nevada Supreme Court,supreme,2011-06-02,,other_civil_liability,"[""contractual indemnity"", ""breach of contract for failure to defend"", ""negligence allocation for construction defects""]",independent_agreement,"["", for Respondent. Before DOUGLAS, C.J., PICKERING and HARDESTY, JJ. OPINION By the Court, HARDESTY, J.: In this appeal, we consider whether an indemnity clause in a construction contract between a general contractor and a subcontractor obligates the subcontractor to indemnify the general contractor for its partial negligence for constructional defects, regardless"", ""by Plaster in defending against those claims directly attributed to Reyburn's scope of work, if any.[11] CONCLUSION We conclude that the indemnity clause in this case does not unequivocally or explicitly state that Reyburn would be required to indemnify Plaster, even if Reyburn was not negligent, and does not clearly require indemnification for Plaster'""]",2461938,False,en,1277,2501,pass,pass,pass,pass,pass,pass,pass,replacement_generation_and_direct_qc_v3,replacement_v3,Limitations-only proceeding; the opinion does not decide a substantive civil-liability or damages merits issue.,confirmatory,54d12afadefb6be64594501b1e5e1f79a6e8609eaef2bd9fc42a68833f07bc27,a7a50ad30ec17bc31a2062deefe2abed1278bf6cd8327ed90efcf139fbbafe82,724570e649c97253adb2ffd4b1bfda7bd9b693d4bd79e3deceb88eac44909de1,a7a50ad30ec17bc31a2062deefe2abed1278bf6cd8327ed90efcf139fbbafe82
